Collection,Registration number,Date,CBL,Latitude,Longitude,Island type,WinterMinTemp,AnnualMinTemp,SummerWetBulbTemp,AnnualWetBulbTemp,SummerMaxTemp,AnnualMaxTemp,AnnualRain,P–PET,aaET,NDVI,CenW,GrowSeasRain,GrowSeasaaET,GrowSeasP–PET,GrowSeasNDVI,CVSeasRain,CVSeasaaET,CVSeasP–PET,CVSeasMaxTemp,CVSeasMinTemp,MinSeasRain,MinSeasaaET,MinSeasP–PET,MinSeasNDVI,Soil nutrient availability,Clay content percentage (0 – 30 cm),Soil bulk density (0 – 30 cm)
Australian National Wildlife Collection,M13439,1/7/1985,79.43,-17.25,145.5,Australian mainland,11.14321136,15.28643322,21.24821854,18.37627411,28.68108749,25.85741615,1332.738159,-47.7060051,1025.359375,5.577590942,658.5740356,1332.738159,1025.359375,-47.444664,0.464799255,0.854264837,0.159991105,16.652411,0.108986543,0.21076578,87.53174591,195.53125,-279.6863708,1.115864992,2,35.74915314,1.216985703
South Australian Museum,M13 753,2/12/1985,83.67,-35.05,138.65,Australian mainland,6.006343365,9.362504005,15.3720417,12.19731236,25.49900436,19.25560188,895.6560669,-287.0835266,584,6.076734543,722.9414673,179.4045105,322,-551.8272705,0.480058521,0.49783446,0.398531876,4.301907163,0.268230167,0.30378113,95.29319763,94.4375,-377.2157898,1.372328281,2,22.2642498,1.402405024
Queensland Museum,JM 6913,12/6/1988,78.65,-26.4,146.25,Australian mainland,5.242037296,13.47024345,20.40465546,15.76971054,35.0637207,28.48692703,454.6681213,-1402.030029,422.25,3.775598288,228.0417023,374.7078247,354.25,-1233.077881,0.317244112,0.452217552,0.407636975,0.433385311,0.208587412,0.48038317,79.96031189,68,-470.8357239,0.85555172,2,27.69882584,1.557631493
Queensland Museum,JM 6537,10/7/1988,77.62,-19.05,146.1,Australian mainland,10.0696907,14.66448307,21.47368813,18.09558105,28.01154137,24.23447037,1882.180054,279.2848206,890.734375,5.826435089,481.6576538,1765.808594,802.984375,317.3989258,0.471450061,0.865967409,0.270985394,4.832858297,0.148434992,0.235492573,154.8261719,138.1875,-284.0435486,1.287544966,2.029999971,12.2326498,1.548147559
Australian National Wildlife Collection,M16422,6/10/1988,83.13,-21.1,148.5,Australian mainland,8.943108559,14.13478661,21.38968468,17.69843674,28.22542763,23.99380112,2007.946533,539.6168823,863.0625,7.384054184,991.135498,1778.29834,725.6875,536.6485596,0.603450537,0.700944316,0.263320308,1.732929446,0.166291266,0.277334231,202.6616974,137.375,-234.544342,1.758520961,2,32.62447357,1.419252992
Australian National Wildlife Collection,M16423,7/10/1988,80.61,-21.1,148.5,Australian mainland,8.943108559,14.13478661,21.38968468,17.69843674,28.22542763,23.99380112,2007.946533,539.6168823,863.0625,7.384054184,991.135498,1778.29834,725.6875,536.6485596,0.603450537,0.700944316,0.263320308,1.732929446,0.166291266,0.277334231,202.6616974,137.375,-234.544342,1.758520961,2,32.62447357,1.419252992
Australian National Wildlife Collection,M16424,7/10/1988,78.37,-21.1,148.5,Australian mainland,8.943108559,14.13478661,21.38968468,17.69843674,28.22542763,23.99380112,2007.946533,539.6168823,863.0625,7.384054184,991.135498,1778.29834,725.6875,536.6485596,0.603450537,0.700944316,0.263320308,1.732929446,0.166291266,0.277334231,202.6616974,137.375,-234.544342,1.758520961,2,32.62447357,1.419252992
Australian National Wildlife Collection,M16425,10/10/1988,82.07,-20.8,148.55,Australian mainland,11.55726528,17.25105095,22.9411087,19.42751884,31.38321686,27.98802948,1426.709717,-138.7460175,929,6.375356674,933.0369873,1426.709717,929,-140.8040314,0.531279743,0.901510834,0.253263832,7.659278016,0.118259114,0.249129011,105.4578857,149.875,-312.7821655,1.342516065,1.100000024,27.88637543,1.515567183
Western Australia Museum,30602,15/10/1988,77.44,-28.5,114.8,Australian mainland,8.18731308,12.68013954,19.446558,16.01743889,32.89335632,26.33376694,435.1059265,-1293.065308,366.84375,3.716580391,251.1462402,189.6141357,235.75,-1300.322876,0.234183222,0.88931847,0.310029384,0.884773121,0.21134857,0.325340263,23.11979103,67.78125,-560.4515381,0.400118321,1,27.55389977,1.481886864
South Australian Museum,M15 179,16/3/1989,77.49,-35.3,138.45,Australian mainland,7.608683586,11.10832596,16.06421852,13.15146637,25.45804787,20.6119175,538.5147095,-644.9958496,552.125,3.665489912,592.7125244,196.4946442,372,-731.0465698,0.268016249,0.481502844,0.323930641,1.561448364,0.200757678,0.265653877,61.66150665,95.125,-410.9823608,0.639170647,0.99000001,25.56348991,1.438462138
South Australian Museum,M15220,24/9/1989,85.92,-35.25,149.1,Australian mainland,0.548707485,6.296955109,15.581604,10.9040308,26.81884956,19.28508568,649.0534668,-223.0486145,572.6875,4.519257069,734.5054932,275.6426392,334.5,-346.5088196,0.380071133,0.078932557,0.444835968,3.547606557,0.321611543,0.751041783,150.3145294,70.46875,-279.665863,1.063079357,1,15,1.399999976
Australian National Wildlife Collection,M13798,10/11/1989,86.22,-35.8,136.6,small island,9.781870842,11.95721245,15.51141644,13.16687584,22.46661186,18.65584564,586.9408569,-603.7219849,547.75,5.127655983,1011.756531,137.4409637,281.25,-626.6117554,0.410805672,0.675403041,0.189693846,1.637667285,0.16826128,0.1693374,49.27735138,110.25,-383.5309143,1.181826949,1.460000038,7.47936964,1.497184277
Australian Museum,M 23000,15/9/1990,82.86,-17.7,145.5,Australian mainland,9.883118629,14.16845703,20.99614334,17.95293999,27.52967644,24.32180023,1646.325195,219.0727081,1018.65625,6.972303391,845.7505493,1592.95166,956.34375,239.4920197,0.578415632,0.705856655,0.164088677,3.573730213,0.128568961,0.230666827,161.3448944,192.03125,-259.905304,1.557376981,1.950000048,32.6297493,1.527176738
Australian Museum,M 23116,16/9/1990,81.3,-17.7,145.5,Australian mainland,9.883118629,14.16845703,20.99614334,17.95293999,27.52967644,24.32180023,1646.325195,219.0727081,1018.65625,6.972303391,845.7505493,1592.95166,956.34375,239.4920197,0.578415632,0.705856655,0.164088677,3.573730213,0.128568961,0.230666827,161.3448944,192.03125,-259.905304,1.557376981,1.950000048,32.6297493,1.527176738
South Australian Museum,M16 175,29/10/1990,88.11,-35.75,137.75,small island,8.259670258,11.01002502,15.96797943,13.42748451,22.77084351,18.57020187,550.9053345,-625.6871338,467.09375,5.420599461,605.5830078,149.7025299,227.125,-616.2510376,0.31324029,0.537995845,0.14003535,1.438051476,0.189676492,0.221593324,60.10468292,97.21875,-371.6799316,0.698783338,0.5,17.10552788,1.457141638
South Australian Museum,M16 193,15/10/1990,86.69,-36.05,137.45,small island,8.385197639,10.91427803,15.69329166,13.2719059,22.77021027,18.63084602,591.6886597,-588.8098145,514.0625,4.39286375,772.9660034,159.0878296,269.75,-607.0606079,0.354907066,0.564428606,0.229157153,1.600855572,0.1839435,0.208969423,61.6841011,98.5,-373.1060181,0.971191347,1.620000005,4.945326805,1.306060314
South Australian Museum,M16 602,15/10/1990,81.1,-35.65,137.6,small island,8.428554535,11.29720497,16.07099915,13.50339794,23.66249275,19.35638237,500.2198486,-676.2168579,443.84375,4.24046278,605.5830078,130.7855072,208.796875,-635.0700684,0.237371668,0.576736248,0.136132733,1.312700193,0.185245963,0.224496125,52.22014236,94.921875,-379.5015564,0.548782349,0.600000024,21.2240181,1.390070319
Australian National Wildlife Collection,M16321,9/11/1990,81.58,-29.85,152.9,Australian mainland,6.136710644,12.68650627,20.77187347,16.64665794,29.34741402,25.29933167,1072.927979,-277.1924133,799.59375,6.038538933,1039.788574,907.1320801,721.453125,-241.9713593,0.515172422,0.377977887,0.535661094,0.733274703,0.144762823,0.398667307,165.7958374,78.140625,-188.3234253,1.401987076,1,20,1.600000024
South Australian Museum,M16 140,9/11/1990,83.04,-35.8,137.8,small island,8.774336815,11.55173016,15.90542698,13.38126469,22.92197227,19.01568031,498.4865417,-678.2903442,484.25,4.985659599,694.2935181,132.7432709,240.25,-633.2642822,0.289635748,0.552152359,0.151278644,1.287798935,0.174195261,0.211996058,53.39084244,99.0625,-378.4282227,0.661494851,0.180000007,12.05871201,1.402938485
South Australian Museum,M16 145,8/11/1990,82.99,-35.8,137.95,small island,8.438605309,11.15514374,15.86812019,13.33786583,22.19505501,18.25698662,581.7194824,-595.2296143,484.75,5.869138241,694.2935181,159.7438202,246.5,-606.5030518,0.342707157,0.534138895,0.167883041,1.540753331,0.184095227,0.214940242,64.07292175,96.5,-367.7996521,0.773832977,1.799999952,19.37207413,1.453419209
Australian Museum,M 26211,19/11/1991,77.69,-33.8,146.8,Australian mainland,2.973244905,9.306632996,17.60773087,13.07745647,31.41569138,23.03786087,443.0440063,-1004.24585,454.8125,4.012198448,329.9896545,250.5402222,286.6875,-917.104187,0.287293285,0.089996009,0.186838124,0.991147585,0.302144088,0.572235032,100.0318146,92.875,-505.936676,0.731756687,1.00999999,32.61752701,1.546024919
Australian National Wildlife Collection,M16463,10/2/1992,76.89,-22.8,150.55,Australian mainland,13.07279968,18.38579178,23.0027504,19.41367722,30.00586319,26.47090149,1343.197876,-322.8871155,780.125,6.437387466,828.5004883,1343.197876,780.125,-320.5263672,0.536448956,0.647902204,0.307690348,1.733647697,0.123152034,0.21557573,155.501709,117,-331.8036194,1.494078636,2.089999914,39.64210129,1.643840075
Australian National Wildlife Collection,M16464,10/2/1992,74.6,-22.75,150.55,Australian mainland,13.28587723,18.51443291,23.21281242,19.64908409,29.98061943,26.45483589,1340.75708,-325.4035339,784.84375,6.307656288,1194.316528,1340.75708,784.84375,-323.122467,0.525638044,0.638244345,0.305604228,1.657426995,0.12284566,0.210724896,155.1789246,118.125,-332.1445923,1.444237947,1.600000024,43.85587692,1.658019304
Australian National Wildlife Collection,M16481,25/3/1992,81.5,-35.2,149.15,Australian mainland,0.583282292,6.356974602,15.51965618,10.83420563,26.95351982,19.40532303,624.2484741,-247.7400665,569.875,4.456374168,734.5054932,264.51651,329.875,-357.6856079,0.367617726,0.072461675,0.441592739,3.225087331,0.32019883,0.748649466,143.2159271,71.25,-286.4355164,1.007436275,1,15,1.400022507
Queensland Museum,JM 9013,8/3/1992,75.36,-18.15,145.95,Australian mainland,14.07710552,18.71938324,23.82198906,20.81796074,31.58036041,28.83976936,2493.678467,912.2919312,960.5625,6.047060013,894.09198,2493.678467,960.5625,908.1194458,0.503921628,0.791333912,0.209116833,1.91177633,0.090079074,0.188938747,170.7832031,166.875,-212.8221588,1.441326022,1,14.84366989,1.636689901
Queensland Museum,JM 10123,15/8/1992,81.6,-25.2,143.2,Australian mainland,7.556125641,15.83358097,21.06884956,16.40513611,37.33652878,30.58628273,294.5105896,-2095.205078,289.9375,1.759559155,0,260.8363647,262.375,-1902.751709,0.144704312,0.503545293,0.566079468,0.289227357,0.200522073,0.407963882,42.45135498,37.9375,-654.6272583,0.368988067,1.100000024,36.63347244,1.25976181
Queensland Museum,JM 10116,12/12/1992,80.95,-23.55,142,Australian mainland,8.215527534,16.27670097,21.55438042,16.85757828,37.74132156,31.52756691,287.3911438,-2205.257813,305.5,1.426079154,0,287.3911438,305.5,-2206.841797,0.118839927,0.700300848,0.789717248,0.206949396,0.184283926,0.382972236,26.63595772,31.59375,-695.2918091,0.282609612,1,39.86449814,1.501163006
Queensland Museum,JM 10117,10/12/1992,76.16,-23.15,143,Australian mainland,8.025343895,15.86415672,21.66297913,17.03057289,37.13388062,31.33140755,359.5496521,-2057.318604,364,2.196985722,145.3908386,359.5496826,364,-2058.656982,0.183082134,0.774245916,0.804726721,0.161336429,0.176504592,0.3802269,32.01770401,37.0625,-669.3192749,0.466948688,1,26.95454979,1.435135961
Queensland Museum,JM 10124,16/12/1992,81.56,-25.2,143.2,Australian mainland,7.556125641,15.83358097,21.06884956,16.40513611,37.33652878,30.58628273,294.5105896,-2095.205078,289.9375,1.759559155,0,260.8363647,262.375,-1902.751709,0.144704312,0.503545293,0.566079468,0.289227357,0.200522073,0.407963882,42.45135498,37.9375,-654.6272583,0.368988067,1.100000024,36.63347244,1.25976181
Australian Museum,M 35131,17/5/1993,79.35,-29.5,153.3,Australian mainland,8.929707527,14.42388153,21.28543472,17.34594917,27.30059433,23.99212646,1335.829102,-65.7248764,837.65625,4.903430462,1310.571045,1088.942993,765.15625,-77.18528748,0.411224484,0.347438601,0.578089703,5.796397807,0.125730025,0.294178218,223.613327,72.5,-180.5983276,1.191702724,1.350000024,14.07572746,1.332367063
Australian National Wildlife Collection,M26485,9/8/1994,77.19,-37,144.35,Australian mainland,2.912789106,7.031570435,14.80640125,10.98829556,26.64922523,18.99298096,627.4492188,-418.7332764,594.25,5.760586739,561.5339966,189.2210388,325.375,-535.3026733,0.407481283,0.271807662,0.425655551,2.451454875,0.325369918,0.501084279,111.2478714,87.5,-376.4139099,1.016661644,1,13.28719997,1.463324785
Australian National Wildlife Collection,M26486,9/8/1994,79.31,-37,144.35,Australian mainland,2.912789106,7.031570435,14.80640125,10.98829556,26.64922523,18.99298096,627.4492188,-418.7332764,594.25,5.760586739,561.5339966,189.2210388,325.375,-535.3026733,0.407481283,0.271807662,0.425655551,2.451454875,0.325369918,0.501084279,111.2478714,87.5,-376.4139099,1.016661644,1,13.28719997,1.463324785
Australian National Wildlife Collection,M26487,25/8/1994,87.23,-36.85,144.4,Australian mainland,3.696884394,8.105060577,15.36696911,11.57078362,28.05809593,20.45165443,542.2402344,-643.9875488,545.375,5.306864262,561.5339966,171.2411957,287.234375,-609.1304321,0.391560197,0.233071968,0.382545161,1.516681103,0.301479382,0.462339321,100.7103958,89.109375,-417.3579712,1.089339018,1,19.07212448,1.462533712
Australian National Wildlife Collection,M26488,25/8/1994,79.53,-37,144.35,Australian mainland,2.912789106,7.031570435,14.80640125,10.98829556,26.64922523,18.99298096,627.4492188,-418.7332764,594.25,5.760586739,561.5339966,189.2210388,325.375,-535.3026733,0.407481283,0.271807662,0.425655551,2.451454875,0.325369918,0.501084279,111.2478714,87.5,-376.4139099,1.016661644,1,13.28719997,1.463324785
Australian National Wildlife Collection,M26489,25/8/1994,78.54,-37,144.35,Australian mainland,2.912789106,7.031570435,14.80640125,10.98829556,26.64922523,18.99298096,627.4492188,-418.7332764,594.25,5.760586739,561.5339966,189.2210388,325.375,-535.3026733,0.407481283,0.271807662,0.425655551,2.451454875,0.325369918,0.501084279,111.2478714,87.5,-376.4139099,1.016661644,1,13.28719997,1.463324785
Australian National Wildlife Collection,M26490,25/8/1994,77.94,-37,144.35,Australian mainland,2.912789106,7.031570435,14.80640125,10.98829556,26.64922523,18.99298096,627.4492188,-418.7332764,594.25,5.760586739,561.5339966,189.2210388,325.375,-535.3026733,0.407481283,0.271807662,0.425655551,2.451454875,0.325369918,0.501084279,111.2478714,87.5,-376.4139099,1.016661644,1,13.28719997,1.463324785
Australian National Wildlife Collection,M26491,25/8/1994,78.52,-37,144.35,Australian mainland,2.912789106,7.031570435,14.80640125,10.98829556,26.64922523,18.99298096,627.4492188,-418.7332764,594.25,5.760586739,561.5339966,189.2210388,325.375,-535.3026733,0.407481283,0.271807662,0.425655551,2.451454875,0.325369918,0.501084279,111.2478714,87.5,-376.4139099,1.016661644,1,13.28719997,1.463324785
Australian National Wildlife Collection,M26492,25/8/1994,79.26,-37,144.35,Australian mainland,2.912789106,7.031570435,14.80640125,10.98829556,26.64922523,18.99298096,627.4492188,-418.7332764,594.25,5.760586739,561.5339966,189.2210388,325.375,-535.3026733,0.407481283,0.271807662,0.425655551,2.451454875,0.325369918,0.501084279,111.2478714,87.5,-376.4139099,1.016661644,1,13.28719997,1.463324785
Australian National Wildlife Collection,M26493,25/8/1994,82.32,-37,144.35,Australian mainland,2.912789106,7.031570435,14.80640125,10.98829556,26.64922523,18.99298096,627.4492188,-418.7332764,594.25,5.760586739,561.5339966,189.2210388,325.375,-535.3026733,0.407481283,0.271807662,0.425655551,2.451454875,0.325369918,0.501084279,111.2478714,87.5,-376.4139099,1.016661644,1,13.28719997,1.463324785
Australian National Wildlife Collection,M26494,25/8/1994,79.68,-37,144.35,Australian mainland,2.912789106,7.031570435,14.80640125,10.98829556,26.64922523,18.99298096,627.4492188,-418.7332764,594.25,5.760586739,561.5339966,189.2210388,325.375,-535.3026733,0.407481283,0.271807662,0.425655551,2.451454875,0.325369918,0.501084279,111.2478714,87.5,-376.4139099,1.016661644,1,13.28719997,1.463324785
Australian National Wildlife Collection,M26495,25/8/1994,84.2,-37,144.35,Australian mainland,2.912789106,7.031570435,14.80640125,10.98829556,26.64922523,18.99298096,627.4492188,-418.7332764,594.25,5.760586739,561.5339966,189.2210388,325.375,-535.3026733,0.407481283,0.271807662,0.425655551,2.451454875,0.325369918,0.501084279,111.2478714,87.5,-376.4139099,1.016661644,1,13.28719997,1.463324785
Australian National Wildlife Collection,M26496,25/8/1994,74.8,-37,144.35,Australian mainland,2.912789106,7.031570435,14.80640125,10.98829556,26.64922523,18.99298096,627.4492188,-418.7332764,594.25,5.760586739,561.5339966,189.2210388,325.375,-535.3026733,0.407481283,0.271807662,0.425655551,2.451454875,0.325369918,0.501084279,111.2478714,87.5,-376.4139099,1.016661644,1,13.28719997,1.463324785
Australian National Wildlife Collection,M26502,10/10/1994,80.38,-35.7,143.1,Australian mainland,4.034677029,8.866908073,16.31513023,12.55583382,30.66205788,22.80810547,334.2276917,-1026.197388,361.125,3.298278093,240.5645599,168.6088867,188.375,-912.5960693,0.210327029,0.187834286,0.181255392,0.903194228,0.280102414,0.461735593,65.12488556,66.625,-499.2160034,0.421871722,2,46.21279907,1.352719307
Australian National Wildlife Collection,M26503,10/10/1994,75.87,-35.7,143.1,Australian mainland,4.034677029,8.866908073,16.31513023,12.55583382,30.66205788,22.80810547,334.2276917,-1026.197388,361.125,3.298278093,240.5645599,168.6088867,188.375,-912.5960693,0.210327029,0.187834286,0.181255392,0.903194228,0.280102414,0.461735593,65.12488556,66.625,-499.2160034,0.421871722,2,46.21279907,1.352719307
Australian National Wildlife Collection,M26504,10/10/1994,76.97,-35.7,143.1,Australian mainland,4.034677029,8.866908073,16.31513023,12.55583382,30.66205788,22.80810547,334.2276917,-1026.197388,361.125,3.298278093,240.5645599,168.6088867,188.375,-912.5960693,0.210327029,0.187834286,0.181255392,0.903194228,0.280102414,0.461735593,65.12488556,66.625,-499.2160034,0.421871722,2,46.21279907,1.352719307
Australian National Wildlife Collection,M26505,10/10/1994,81.8,-35.7,143.1,Australian mainland,4.034677029,8.866908073,16.31513023,12.55583382,30.66205788,22.80810547,334.2276917,-1026.197388,361.125,3.298278093,240.5645599,168.6088867,188.375,-912.5960693,0.210327029,0.187834286,0.181255392,0.903194228,0.280102414,0.461735593,65.12488556,66.625,-499.2160034,0.421871722,2,46.21279907,1.352719307
Australian National Wildlife Collection,M26506,11/10/1994,70.67,-36.35,144.3,Australian mainland,4.137591839,8.940012932,16.23767281,12.39751053,29.65215302,21.86031532,403.519165,-916.4353638,440.375,4.342153549,340.6456604,162.3866272,216.90625,-774.2683105,0.254579842,0.194845,0.188485171,1.039228134,0.289833555,0.453687603,79.08071136,90.3125,-478.6980896,0.635687351,1,27.05400085,1.600543737
Australian National Wildlife Collection,M26507,11/10/1994,77.13,-36.35,144.3,Australian mainland,4.137591839,8.940012932,16.23767281,12.39751053,29.65215302,21.86031532,403.519165,-916.4353638,440.375,4.342153549,340.6456604,162.3866272,216.90625,-774.2683105,0.254579842,0.194845,0.188485171,1.039228134,0.289833555,0.453687603,79.08071136,90.3125,-478.6980896,0.635687351,1,27.05400085,1.600543737
Australian National Wildlife Collection,M26508,11/10/1994,81.83,-36.35,144.3,Australian mainland,4.137591839,8.940012932,16.23767281,12.39751053,29.65215302,21.86031532,403.519165,-916.4353638,440.375,4.342153549,340.6456604,162.3866272,216.90625,-774.2683105,0.254579842,0.194845,0.188485171,1.039228134,0.289833555,0.453687603,79.08071136,90.3125,-478.6980896,0.635687351,1,27.05400085,1.600543737
Australian National Wildlife Collection,M26509,11/10/1994,79.75,-36.35,144.3,Australian mainland,4.137591839,8.940012932,16.23767281,12.39751053,29.65215302,21.86031532,403.519165,-916.4353638,440.375,4.342153549,340.6456604,162.3866272,216.90625,-774.2683105,0.254579842,0.194845,0.188485171,1.039228134,0.289833555,0.453687603,79.08071136,90.3125,-478.6980896,0.635687351,1,27.05400085,1.600543737
Australian National Wildlife Collection,M26510,11/10/1994,71.45,-36.35,144.3,Australian mainland,4.137591839,8.940012932,16.23767281,12.39751053,29.65215302,21.86031532,403.519165,-916.4353638,440.375,4.342153549,340.6456604,162.3866272,216.90625,-774.2683105,0.254579842,0.194845,0.188485171,1.039228134,0.289833555,0.453687603,79.08071136,90.3125,-478.6980896,0.635687351,1,27.05400085,1.600543737
Australian National Wildlife Collection,M24177,17/12/1994,82.35,-35.2,149.15,Australian mainland,0.583282292,6.356974602,15.51965618,10.83420563,26.95351982,19.40532303,624.2484741,-247.7400665,569.875,4.456374168,734.5054932,264.51651,329.875,-357.6856079,0.367617726,0.072461675,0.441592739,3.225087331,0.32019883,0.748649466,143.2159271,71.25,-286.4355164,1.007436275,1,15,1.400022507
Australian National Wildlife Collection,M26523,1/12/1994,93.65,-41.45,147.15,Tasmania,2.822445631,6.639069557,13.74818802,10.43488503,22.72964287,17.4011631,720.6137085,-67.26198578,590.5625,4.348875523,865.0524902,173.7737732,253.375,-258.286499,0.350886077,0.235800603,0.472004788,11.68346969,0.251569153,0.466583819,133.3590851,78,-218.2535553,0.97188729,1,26.92998695,1.17901504
Australian National Wildlife Collection,M26524,1/12/1994,95.7,-41.45,147.15,Tasmania,2.822445631,6.639069557,13.74818802,10.43488503,22.72964287,17.4011631,720.6137085,-67.26198578,590.5625,4.348875523,865.0524902,173.7737732,253.375,-258.286499,0.350886077,0.235800603,0.472004788,11.68346969,0.251569153,0.466583819,133.3590851,78,-218.2535553,0.97188729,1,26.92998695,1.17901504
Australian National Wildlife Collection,M26525,1/12/1994,87.77,-41.45,147.15,Tasmania,2.822445631,6.639069557,13.74818802,10.43488503,22.72964287,17.4011631,720.6137085,-67.26198578,590.5625,4.348875523,865.0524902,173.7737732,253.375,-258.286499,0.350886077,0.235800603,0.472004788,11.68346969,0.251569153,0.466583819,133.3590851,78,-218.2535553,0.97188729,1,26.92998695,1.17901504
Australian National Wildlife Collection,M26526,1/12/1994,94.08,-41.45,147.15,Tasmania,2.822445631,6.639069557,13.74818802,10.43488503,22.72964287,17.4011631,720.6137085,-67.26198578,590.5625,4.348875523,865.0524902,173.7737732,253.375,-258.286499,0.350886077,0.235800603,0.472004788,11.68346969,0.251569153,0.466583819,133.3590851,78,-218.2535553,0.97188729,1,26.92998695,1.17901504
Australian National Wildlife Collection,M26527,1/12/1994,91.43,-41.45,147.15,Tasmania,2.822445631,6.639069557,13.74818802,10.43488503,22.72964287,17.4011631,720.6137085,-67.26198578,590.5625,4.348875523,865.0524902,173.7737732,253.375,-258.286499,0.350886077,0.235800603,0.472004788,11.68346969,0.251569153,0.466583819,133.3590851,78,-218.2535553,0.97188729,1,26.92998695,1.17901504
Australian National Wildlife Collection,M26529,2/12/1994,82.91,-41.45,147.15,Tasmania,2.822445631,6.639069557,13.74818802,10.43488503,22.72964287,17.4011631,720.6137085,-67.26198578,590.5625,4.348875523,865.0524902,173.7737732,253.375,-258.286499,0.350886077,0.235800603,0.472004788,11.68346969,0.251569153,0.466583819,133.3590851,78,-218.2535553,0.97188729,1,26.92998695,1.17901504
Australian National Wildlife Collection,M26532,2/12/1994,82.24,-41.45,147.15,Tasmania,2.822445631,6.639069557,13.74818802,10.43488503,22.72964287,17.4011631,720.6137085,-67.26198578,590.5625,4.348875523,865.0524902,173.7737732,253.375,-258.286499,0.350886077,0.235800603,0.472004788,11.68346969,0.251569153,0.466583819,133.3590851,78,-218.2535553,0.97188729,1,26.92998695,1.17901504
Australian National Wildlife Collection,M26533,2/12/1994,92.51,-41.45,147.15,Tasmania,2.822445631,6.639069557,13.74818802,10.43488503,22.72964287,17.4011631,720.6137085,-67.26198578,590.5625,4.348875523,865.0524902,173.7737732,253.375,-258.286499,0.350886077,0.235800603,0.472004788,11.68346969,0.251569153,0.466583819,133.3590851,78,-218.2535553,0.97188729,1,26.92998695,1.17901504
Australian National Wildlife Collection,M26534,2/12/1994,83.56,-41.45,147.15,Tasmania,2.822445631,6.639069557,13.74818802,10.43488503,22.72964287,17.4011631,720.6137085,-67.26198578,590.5625,4.348875523,865.0524902,173.7737732,253.375,-258.286499,0.350886077,0.235800603,0.472004788,11.68346969,0.251569153,0.466583819,133.3590851,78,-218.2535553,0.97188729,1,26.92998695,1.17901504
Australian National Wildlife Collection,M26535,2/12/1994,90.35,-41.45,147.15,Tasmania,2.822445631,6.639069557,13.74818802,10.43488503,22.72964287,17.4011631,720.6137085,-67.26198578,590.5625,4.348875523,865.0524902,173.7737732,253.375,-258.286499,0.350886077,0.235800603,0.472004788,11.68346969,0.251569153,0.466583819,133.3590851,78,-218.2535553,0.97188729,1,26.92998695,1.17901504
Australian National Wildlife Collection,M26536,2/12/1994,86.48,-41.45,147.15,Tasmania,2.822445631,6.639069557,13.74818802,10.43488503,22.72964287,17.4011631,720.6137085,-67.26198578,590.5625,4.348875523,865.0524902,173.7737732,253.375,-258.286499,0.350886077,0.235800603,0.472004788,11.68346969,0.251569153,0.466583819,133.3590851,78,-218.2535553,0.97188729,1,26.92998695,1.17901504
Australian National Wildlife Collection,M26537,2/12/1994,91.32,-41.45,147.15,Tasmania,2.822445631,6.639069557,13.74818802,10.43488503,22.72964287,17.4011631,720.6137085,-67.26198578,590.5625,4.348875523,865.0524902,173.7737732,253.375,-258.286499,0.350886077,0.235800603,0.472004788,11.68346969,0.251569153,0.466583819,133.3590851,78,-218.2535553,0.97188729,1,26.92998695,1.17901504
Australian National Wildlife Collection,M26538,4/12/1994,84.55,-41.45,147.15,Tasmania,2.822445631,6.639069557,13.74818802,10.43488503,22.72964287,17.4011631,720.6137085,-67.26198578,590.5625,4.348875523,865.0524902,173.7737732,253.375,-258.286499,0.350886077,0.235800603,0.472004788,11.68346969,0.251569153,0.466583819,133.3590851,78,-218.2535553,0.97188729,1,26.92998695,1.17901504
Australian National Wildlife Collection,M26539,4/12/1994,89.33,-41.45,147.15,Tasmania,2.822445631,6.639069557,13.74818802,10.43488503,22.72964287,17.4011631,720.6137085,-67.26198578,590.5625,4.348875523,865.0524902,173.7737732,253.375,-258.286499,0.350886077,0.235800603,0.472004788,11.68346969,0.251569153,0.466583819,133.3590851,78,-218.2535553,0.97188729,1,26.92998695,1.17901504
Australian National Wildlife Collection,M26540,4/12/1994,84,-41.45,147.15,Tasmania,2.822445631,6.639069557,13.74818802,10.43488503,22.72964287,17.4011631,720.6137085,-67.26198578,590.5625,4.348875523,865.0524902,173.7737732,253.375,-258.286499,0.350886077,0.235800603,0.472004788,11.68346969,0.251569153,0.466583819,133.3590851,78,-218.2535553,0.97188729,1,26.92998695,1.17901504
Australian National Wildlife Collection,M26541,4/12/1994,91.01,-41.45,147.15,Tasmania,2.822445631,6.639069557,13.74818802,10.43488503,22.72964287,17.4011631,720.6137085,-67.26198578,590.5625,4.348875523,865.0524902,173.7737732,253.375,-258.286499,0.350886077,0.235800603,0.472004788,11.68346969,0.251569153,0.466583819,133.3590851,78,-218.2535553,0.97188729,1,26.92998695,1.17901504
Australian National Wildlife Collection,M26542,4/12/1994,92.48,-41.45,147.15,Tasmania,2.822445631,6.639069557,13.74818802,10.43488503,22.72964287,17.4011631,720.6137085,-67.26198578,590.5625,4.348875523,865.0524902,173.7737732,253.375,-258.286499,0.350886077,0.235800603,0.472004788,11.68346969,0.251569153,0.466583819,133.3590851,78,-218.2535553,0.97188729,1,26.92998695,1.17901504
