Collection,Registration number,Date,CBL,Latitude,Longitude,Island type,WinterMinTemp,AnnualMinTemp,SummerWetBulbTemp,AnnualWetBulbTemp,SummerMaxTemp,AnnualMaxTemp,AnnualRain,P–PET,aaET,NDVI,CenW,GrowSeasRain,GrowSeasaaET,GrowSeasP–PET,GrowSeasNDVI,CVSeasRain,CVSeasaaET,CVSeasP–PET,CVSeasMaxTemp,CVSeasMinTemp,MinSeasRain,MinSeasaaET,MinSeasP–PET,MinSeasNDVI,Soil nutrient availability,Clay content percentage (0 – 30 cm),Soil bulk density (0 – 30 cm)
Museum Victoria,7244,4/8/1966,83.3,-36.8,144.95,Australian mainland,3.506330013,8.060934067,15.77705765,11.93058109,28.09392929,20.41046333,555.5854492,-627.506897,510.625,5.09550333,540.6245117,181.6934357,247.625,-597.5523682,0.400864005,0.226313356,0.339580093,1.544521967,0.305376849,0.479609671,104.9771729,87.75,-412.3328247,1.186975598,1,24.3980999,1.313255191
Western Australia Museum,6964,25/8/1966,76.8,-33.7,115.9,Australian mainland,4.919711113,8.242248535,16.99713898,13.69591045,28.39100075,21.66034698,978.418335,-297.6836243,686.21875,5.921133995,922.0894775,155.2084045,401.1875,-697.204834,0.469998658,0.801634928,0.39813637,5.347090448,0.246333964,0.357203706,45.33257675,111,-438.6392822,1.371893048,2,11.79127502,1.426780701
Western Australia Museum,7002,28/8/1966,73.06,-33.7,115.9,Australian mainland,4.919711113,8.242248535,16.99713898,13.69591045,28.39100075,21.66034698,978.418335,-297.6836243,686.21875,5.921133995,922.0894775,155.2084045,401.1875,-697.204834,0.469998658,0.801634928,0.39813637,5.347090448,0.246333964,0.357203706,45.33257675,111,-438.6392822,1.371893048,2,11.79127502,1.426780701
Western Australia Museum,7003,26/8/1966,78.68,-33.7,115.9,Australian mainland,4.919711113,8.242248535,16.99713898,13.69591045,28.39100075,21.66034698,978.418335,-297.6836243,686.21875,5.921133995,922.0894775,155.2084045,401.1875,-697.204834,0.469998658,0.801634928,0.39813637,5.347090448,0.246333964,0.357203706,45.33257675,111,-438.6392822,1.371893048,2,11.79127502,1.426780701
Western Australia Museum,7428,26/8/1966,71.4,-33.7,115.9,Australian mainland,4.919711113,8.242248535,16.99713898,13.69591045,28.39100075,21.66034698,978.418335,-297.6836243,686.21875,5.921133995,922.0894775,155.2084045,401.1875,-697.204834,0.469998658,0.801634928,0.39813637,5.347090448,0.246333964,0.357203706,45.33257675,111,-438.6392822,1.371893048,2,11.79127502,1.426780701
Western Australia Museum,7435,7/8/1966,70.92,-31.9,116.2,Australian mainland,7.276462555,10.98210049,17.65238571,14.28145599,30.428442,22.98468781,1002.79187,-497.1701355,766.125,5.686254025,890.1394653,203.9533691,523.9375,-945.7147827,0.469909102,0.876227988,0.353635824,3.684165512,0.259985734,0.312824901,41.37391663,132.96875,-527.7207642,1.37101531,1.629999995,10.39925003,1.409410715
Western Australia Museum,7039,21/9/1966,78.99,-32,115.85,Australian mainland,9.387026787,12.98826313,18.27521896,15.16783619,29.35063934,23.69045067,830.5631714,-693.5288086,720.25,2.37678504,792.9584961,280.2364197,560.75,-925.4122925,0.192641079,0.888866666,0.46715075,2.193826434,0.197357347,0.255921262,32.25807571,101.25,-506.6075439,0.565630972,2.700000048,5.806176662,1.383730054
Museum Victoria,8856,9/10/1966,86.87,-42.85,147.45,Tasmania,4.016595364,7.219123363,13.14579201,10.24057293,20.47133064,16.10745049,638.2272339,-150.0933838,505,4.941951275,810.5859985,163.5460815,188.375,-200.1675262,0.381273329,0.041497778,0.461147228,4.116743017,0.228234308,0.364032759,152.3513641,68.5,-200.4457855,1.086891651,1.460000038,26.65391922,1.185637593
Australian National Wildlife Collection,M01241,8/11/1966,78,-19.15,146.85,small island,15.63526154,20.26197052,24.80254173,21.60029602,30.95116997,28.14079475,1269.257568,-522.7089844,936.625,5.399159431,501.4205017,1269.257568,936.625,-531.7912598,0.449929953,0.977149921,0.318199035,2.14187795,0.096096984,0.169218141,69.70927429,133.875,-410.2834473,1.186823964,0,31.67930794,1.700000048
Australian National Wildlife Collection,M01243,8/11/1966,71.09,-19.15,146.85,small island,15.63526154,20.26197052,24.80254173,21.60029602,30.95116997,28.14079475,1269.257568,-522.7089844,936.625,5.399159431,501.4205017,1269.257568,936.625,-531.7912598,0.449929953,0.977149921,0.318199035,2.14187795,0.096096984,0.169218141,69.70927429,133.875,-410.2834473,1.186823964,0,31.67930794,1.700000048
Australian National Wildlife Collection,M01247,9/11/1966,77.99,-19.15,146.85,small island,15.63526154,20.26197052,24.80254173,21.60029602,30.95116997,28.14079475,1269.257568,-522.7089844,936.625,5.399159431,501.4205017,1269.257568,936.625,-531.7912598,0.449929953,0.977149921,0.318199035,2.14187795,0.096096984,0.169218141,69.70927429,133.875,-410.2834473,1.186823964,0,31.67930794,1.700000048
Australian National Wildlife Collection,M01256,11/11/1966,77.52,-19.15,146.85,small island,15.63526154,20.26197052,24.80254173,21.60029602,30.95116997,28.14079475,1269.257568,-522.7089844,936.625,5.399159431,501.4205017,1269.257568,936.625,-531.7912598,0.449929953,0.977149921,0.318199035,2.14187795,0.096096984,0.169218141,69.70927429,133.875,-410.2834473,1.186823964,0,31.67930794,1.700000048
South Australian Museum,M9 210,18/2/1967,80.64,-35,138.75,Australian mainland,5.301333427,8.544818878,15.18329144,11.95241928,24.8826561,18.43622398,933.5966187,-312.4064331,585.375,6.152204037,496.8186035,183.3392029,321.875,-591.3853149,0.507405818,0.509386761,0.39099601,4.220536853,0.287361383,0.324292432,98.60715485,96.375,-402.7037048,1.466703057,1.75,16.94479942,1.477478981
Museum Victoria,18913,23/4/1967,73.96,-34.15,141.35,Australian mainland,5.24475193,10.32489014,17.03629112,13.31406498,31.46569443,23.93269539,248.5216827,-1297.477539,268.3125,3.168098688,33.28270721,129.5557709,143.53125,-1077.353882,0.231886998,0.168016682,0.150231643,0.722818147,0.259016208,0.408685105,52.26108932,58.15625,-562.7763672,0.623782337,1.090000033,41.89532471,1.445145488
Museum Victoria,7311,24/5/1967,79.24,-37.3,142.5,Australian mainland,3.608381033,6.790194035,14.11528397,10.71032715,25.19713211,17.99578285,790.8330688,-181.0162048,563.1875,6.042024612,885.0194702,158.9952698,215.40625,-398.6450195,0.520932019,0.332580304,0.413882066,5.994123152,0.320742861,0.400502219,122.3384476,89.90625,-334.9847717,1.386913657,1.100000024,5.085050106,1.324880004
Museum Victoria,7314,23/5/1967,80.07,-37.3,142.5,Australian mainland,3.608381033,6.790194035,14.11528397,10.71032715,25.19713211,17.99578285,790.8330688,-181.0162048,563.1875,6.042024612,885.0194702,158.9952698,215.40625,-398.6450195,0.520932019,0.332580304,0.413882066,5.994123152,0.320742861,0.400502219,122.3384476,89.90625,-334.9847717,1.386913657,1.100000024,5.085050106,1.324880004
Museum Victoria,7775,5/5/1967,79.73,-34.2,141.6,Australian mainland,5.1202178,10.2647295,17.07390976,13.3024168,31.59385681,24.01339531,253.2592468,-1314.682007,274.0625,2.917989016,43.87091446,131.6406708,147.3125,-1090.012939,0.216546565,0.179197795,0.136982811,0.718556604,0.259740169,0.416777844,51.87101746,59.6875,-567.4395752,0.572658658,1,41.10012436,1.448070526
Australian National Wildlife Collection,M01295,18/7/1967,90.36,-40.9,148.1,Tasmania,6.479210854,9.502701759,14.67963791,11.85210896,20.16667366,16.72820473,778.8175659,-49.01356125,658.53125,6.371217251,1112.640991,203.4013367,307.78125,-208.2433014,0.51357007,0.197304393,0.518642826,13.56743655,0.176704627,0.270211119,145.5703583,73.59375,-184.3760986,1.481170058,1.909999967,14.17749977,1.248317599
Australian National Wildlife Collection,M02936,19/10/1967,74.13,-15.7,136.75,small island,17.74415588,22.38817596,25.92653656,22.5934124,33.93996429,31.36377907,872.1196289,-1644.536621,821.9375,2.902011156,330.8298035,872.1196289,821.9375,-1643.067505,0.241834253,1.097985595,0.449084251,0.644371651,0.09729959,0.152146887,7.486488342,81.4375,-711.7434082,0.361182004,0.899999976,9.850186348,1.334091306
Australian National Wildlife Collection,M02937,19/10/1967,77.76,-15.7,136.75,small island,17.74415588,22.38817596,25.92653656,22.5934124,33.93996429,31.36377907,872.1196289,-1644.536621,821.9375,2.902011156,330.8298035,872.1196289,821.9375,-1643.067505,0.241834253,1.097985595,0.449084251,0.644371651,0.09729959,0.152146887,7.486488342,81.4375,-711.7434082,0.361182004,0.899999976,9.850186348,1.334091306
Western Australia Museum,13874,13/12/1967,79.06,-31.95,115.8,Australian mainland,9.753806114,13.2331562,18.34457207,15.25967407,28.90202713,23.40149879,832.9988403,-721.2988281,688.421875,3.706032038,792.9584961,281.1720581,534.796875,-950.3723755,0.30516699,0.890101484,0.468477835,2.134719869,0.19468415,0.24228063,32.46315384,97.171875,-516.3163452,0.886892676,2.099999905,5.43862009,1.409224272
Queensland Museum,J 15823,22/9/1968,79.88,-24.65,148.35,Australian mainland,5.801381111,13.40206528,21.24016571,16.90264511,33.9032135,28.82820892,697.0036011,-782.8375244,643.46875,5.026452065,433.4252319,609.7138672,565.59375,-696.678833,0.428419948,0.574698954,0.456635878,0.416705058,0.166162434,0.434863131,87.28974915,77.875,-291.0160828,1.055562258,1.299999952,38.68360138,1.486836314
Queensland Museum,J 15867,24/9/1968,79.64,-25.7,149.2,Australian mainland,5.228568077,12.92271805,21.0258522,16.55261421,33.59217453,28.24445915,631.3684082,-1104.078735,614.9375,4.808035374,348.8551025,540.0840454,530.46875,-941.0148926,0.398312032,0.480368867,0.391529779,0.299877978,0.176903982,0.462453147,91.28433228,84.46875,-371.6069946,1.113544345,1,38.33415222,1.361263514
Australian National Wildlife Collection,M01424,12/10/1968,76.48,-35.95,149.75,Australian mainland,2.132959127,7.782002449,15.40346909,11.0344944,25.53477478,20.34969521,875.3632813,53.91475296,671.6875,6.31208992,967.3280029,430.6422729,419.1875,-145.7478333,0.538806796,0.158881992,0.491334684,11.45393863,0.215944107,0.581228133,175.3198547,72.34375,-155.1449585,1.516412973,1,29.92912483,1.200472593
Australian National Wildlife Collection,M06119,19/11/1968,80.56,-35.5,148.6,Australian mainland,-1.922074795,2.993228674,12.75507069,7.689825535,21.68433952,14.07971954,1285.271118,517.7828369,655.75,6.923093319,1207.43396,245.724762,231.15625,-143.559967,0.589127898,0.244275035,0.427898271,1.993691902,0.445639105,1.37825107,245.724762,81.9375,-143.9170074,1.661987662,2,15,1.299999952
South Australian Museum,M7 939,13/12/1968,69.56,-34.55,135.9,Australian mainland,7.359224319,10.73007298,16.31188583,13.50704002,25.49758148,20.9789257,451.3148804,-852.0748291,434.765625,4.070485115,541.5825195,113.8102798,198.390625,-720.9283447,0.199244648,0.607311201,0.102145514,1.060916237,0.183148226,0.277732489,43.90694046,98.8125,-425.9226074,0.445269674,0.699999988,24.26041603,1.44471848
South Australian Museum,M7 942,13/12/1968,77.23,-34.55,135.9,Australian mainland,7.359224319,10.73007298,16.31188583,13.50704002,25.49758148,20.9789257,451.3148804,-852.0748291,434.765625,4.070485115,541.5825195,113.8102798,198.390625,-720.9283447,0.199244648,0.607311201,0.102145514,1.060916237,0.183148226,0.277732489,43.90694046,98.8125,-425.9226074,0.445269674,0.699999988,24.26041603,1.44471848
South Australian Museum,M7 943,13/12/1968,78.63,-34.55,135.9,Australian mainland,7.359224319,10.73007298,16.31188583,13.50704002,25.49758148,20.9789257,451.3148804,-852.0748291,434.765625,4.070485115,541.5825195,113.8102798,198.390625,-720.9283447,0.199244648,0.607311201,0.102145514,1.060916237,0.183148226,0.277732489,43.90694046,98.8125,-425.9226074,0.445269674,0.699999988,24.26041603,1.44471848
Australian National Wildlife Collection,M02982,24/4/1969,80.37,-32.75,152.1,Australian mainland,7.885275364,12.98829651,19.93153,15.87547684,26.67016602,22.66601181,1279.760742,22.81724358,836.140625,5.814128399,1284.626465,952.0576172,750.46875,-111.9836731,0.484792858,0.20718985,0.501817823,26.21928287,0.15901933,0.312514352,242.4993134,85.671875,-125.48452,1.426805019,1.5,9.021386147,1.265743732
Australian National Wildlife Collection,M06163,22/5/1969,84.43,-36.65,148.35,Australian mainland,-2.512132645,2.341692924,12.78687477,7.977546692,21.50281334,14.40557384,1166.626221,468.6433105,642.59375,6.434223175,1032.188477,241.4701538,247.21875,-111.569046,0.55730468,0.187875105,0.470800178,1.697497638,0.410551923,1.696164426,241.4701385,77.5,-112.2774734,1.533812404,1.299999952,29.83200073,1.0881598
Western Australia Museum,8371,30/5/1969,74.62,-33.65,115.25,Australian mainland,8.906105042,11.44729614,17.7735405,14.86566639,26.78952408,21.80802345,902.4884644,-409.0405884,707.0625,4.894652843,834.0704956,256.8654785,461.6875,-658.9719238,0.32096222,0.876700139,0.419569615,3.666537525,0.185686354,0.204323551,33.06305313,101.4375,-437.2020874,0.881231725,0.75,6.719538689,1.479624391
South Australian Museum,M7 940,16/6/1969,70.34,-34.05,138.95,Australian mainland,3.931193829,7.917709351,15.28102112,11.68817711,27.83919334,20.30773163,501.6195679,-778.3433838,446.375,4.838703156,504.1570129,128.7825012,186.78125,-695.6732788,0.278756797,0.365514921,0.219631934,1.361009072,0.303769048,0.43687212,73.58576965,85.65625,-465.837616,0.617231965,1,31.87887573,1.506630301
Australian National Wildlife Collection,M24959,27/8/1969,87.11,-41.3,146.95,Tasmania,3.643105507,7.283500195,13.89360428,10.68510818,22.01600647,17.21731567,829.7202148,41.96182251,624.375,5.939732552,911.5929565,187.4788818,280.25,-232.5034027,0.475865602,0.294347444,0.499807649,19.86038444,0.231218305,0.408410391,141.9523315,78.5625,-198.3135986,1.37444365,1.899999976,21.20089722,1.108574867
Australian National Wildlife Collection,M24960,28/8/1969,84.61,-41.3,146.95,Tasmania,3.643105507,7.283500195,13.89360428,10.68510818,22.01600647,17.21731567,829.7202148,41.96182251,624.375,5.939732552,911.5929565,187.4788818,280.25,-232.5034027,0.475865602,0.294347444,0.499807649,19.86038444,0.231218305,0.408410391,141.9523315,78.5625,-198.3135986,1.37444365,1.899999976,21.20089722,1.108574867
Museum Victoria,9353,19/12/1969,80.64,-37.25,142.6,Australian mainland,3.084942102,6.224914074,13.62214565,10.13320065,24.35696983,16.96015358,846.6680908,-111.3176651,557.34375,5.697640419,689.5050049,174.0024109,213.640625,-380.1800842,0.471687824,0.324657322,0.404910713,9.93407245,0.349066231,0.43352138,132.4684906,89.703125,-322.2343445,1.338896275,1,5.546750069,1.325055003
Australian Museum,M 9797,13/1/1970,83.48,-33.85,151.2,Australian mainland,7.620438576,12.80534172,19.09965515,15.07333374,26.33326149,22.38352776,1123.921631,-131.1278381,637.015625,2.531115294,940.4609375,847.8222656,573.9375,-211.7854614,0.208522558,0.186563167,0.567049749,3.979443929,0.157754912,0.321886083,217.348465,63.078125,-146.4623108,0.619942009,3,15.43754864,1.553358912
Museum Victoria,25835,12/1/1970,81.32,-34.85,148.9,Australian mainland,1.627809525,7.205926895,16.19914627,11.47345829,28.36196327,20.44997406,667.0201416,-332.5365906,586.03125,5.626881599,690.3079834,251.8473511,332.8125,-472.3846436,0.422089458,0.130849706,0.450334162,2.950684581,0.31805891,0.659982497,146.622406,76.53125,-351.6956787,1.138260603,1,16.00844955,1.436976552
Australian National Wildlife Collection,M03731,21/4/1970,74.9,-25,147.1,Australian mainland,4.188877583,11.92118931,19.97766876,15.39210129,32.92358398,27.14356232,605.6853638,-897.3250122,554.5625,4.968394756,354.0389404,520.0065918,480.3125,-818.2920532,0.409176737,0.469644665,0.449560529,0.583749294,0.19728531,0.504295578,85.67875671,74.25,-336.7939758,1.149626613,1.350000024,15.12755013,1.624438524
Queensland Museum,J 20161,8/4/1970,76.94,-27.35,152.95,Australian mainland,8.631830215,14.48056507,21.34061432,17.3751297,29.30500603,25.7075119,1063.554565,-431.2453308,849.53125,5.481095314,1142.509033,1018.32782,819.9375,-397.8270874,0.454665899,0.446092835,0.464622762,0.411009129,0.129066335,0.315953978,141.9422913,96.40625,-231.8635559,1.283768654,1.899999976,36.25645065,1.341314077
Western Australia Museum,8746,20/7/1970,73.88,-34,119.4,Australian mainland,7.243945599,10.6235466,16.81243515,13.88571167,27.50580978,22.57703018,455.9542542,-766.0355225,452.5,3.050288677,409.9185791,203.7751312,269.5625,-715.1193237,0.241934136,0.33777702,0.153189852,1.025085579,0.18488371,0.279807117,62.35433578,96.5,-390.1291199,0.674677014,1.5,11.94967556,1.474445105
Queensland Museum,J 20312,8/9/1970,83.23,-27.45,153,Australian mainland,8.976027489,14.64287472,21.51208305,17.5713768,29.1437149,25.47266769,1049.09729,-445.5352173,794.546875,3.774783134,1142.509033,1002.30188,766.453125,-412.6459961,0.313857824,0.42791323,0.466711996,0.34214805,0.13159274,0.301323567,145.4112244,89.40625,-230.5437469,0.907920003,1.100000024,33.55517578,1.451097488
Museum Victoria,10233,9/11/1970,85.15,-38.1,141.3,Australian mainland,6.015642643,8.681286812,14.89208794,12.19405651,22.49454498,18.11833382,799.5768433,-156.8279114,704.90625,6.813956738,584.5765381,147.3320313,320.96875,-325.366272,0.619016409,0.410345282,0.467058352,5.803494963,0.200427004,0.261987202,107.3594589,91.96875,-267.1448975,1.539664626,1.700000048,10.59679985,1.394049168
Museum Victoria,19115,3/12/1970,80.48,-37.85,145.05,Australian mainland,6.341816425,9.913182259,15.77716637,12.41613579,25.4062748,19.79296875,660.1778564,-388.7324829,567.75,3.326217413,810.2680054,322.9348755,376,-411,0.304741174,0.082714579,0.522716988,1.781640701,0.23451038,0.298888072,152.0254517,74.6875,-287.5209656,0.67523402,2.670000076,20.16830063,1.481428027
Australian Museum,M 9873,10/3/1971,86,-33.85,151.15,Australian mainland,7.146472931,12.50440884,19.0873127,15.03345871,26.65847206,22.55723572,1065.35144,-189.4918671,625.59375,3.157124281,940.4609375,808.6929321,562.5625,-250.9911499,0.258068949,0.181410546,0.561746967,2.584943887,0.161899442,0.340311178,207.0057068,63.03125,-156.8575592,0.748213649,3,19.81943893,1.517024279
Australian National Wildlife Collection,M06272,27/4/1971,82.63,-36,148.05,Australian mainland,1.17957139,6.346757412,15.93025017,11.15069771,29.08270454,20.77317238,797.3076172,45.41555786,649,6.300186157,1149.075928,277.7804565,367.25,-259.0368042,0.456910819,0.201720147,0.445406193,18.98389959,0.330124231,0.693695292,158.8296204,87.25,-226.2726746,1.14052403,1.100000024,15.984375,1.391162515
Queensland Museum,J 21920,25/5/1971,73.58,-26.9,152.1,Australian mainland,4.857932091,11.30223465,20.46115875,16.21597672,28.92671776,24.43651581,863.7298584,-599.8408203,765.125,6.030785084,740.3184814,690.6629639,610.40625,-471.1400146,0.507637262,0.43302937,0.329971238,0.178899656,0.170472415,0.442546367,123.6029282,110.65625,-240.4192657,1.415285707,1.789999962,30.21945,1.442378402
Australian National Wildlife Collection,M06288,7/6/1971,86.13,-36.8,148.4,Australian mainland,1.631829977,6.71715641,14.14452076,9.571455956,27.56639099,20.75974846,639.7668457,-58.18154144,633.25,4.715802193,660.3594971,282.4691162,396.25,-213.6294861,0.390860677,0.114628011,0.480996095,10.4366503,0.273743867,0.618662088,138.6696625,75.375,-186.2731171,1.143513083,1,27.69627571,1.278837442
Western Australia Museum,12516,11/2/1972,73.52,-32.55,117.35,Australian mainland,5.209469318,9.339403152,16.92227173,13.4700079,30.42921066,22.53212166,420.9579773,-899.1595459,393.21875,3.613340616,458.1716614,94.14125061,141.59375,-817.972168,0.209147111,0.681221372,0.27678853,1.236534884,0.281972611,0.404071096,36.95133591,65.96875,-488.6753235,0.578389645,1,12.41615009,1.454927802
